PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4051,Metal-refining furnace operators and tenders,,350,38.7,0.131,19.53,40630,5.0,13.60,16.65,18.77,22.89,27.30,28280,34620,39040,47620,56790,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4052,"Pourers and casters, metal",,**,**,**,19.00,39530,7.4,11.10,14.36,19.18,23.40,27.44,23090,29860,39900,48680,57080,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4061,"Model makers, metal and plastic",,90,28.1,0.034,25.64,53320,9.0,14.84,17.92,25.93,33.40,38.11,30880,37280,53930,69470,79270,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4062,"Patternmakers, metal and plastic",,**,**,**,21.45,44610,19.2,15.22,16.27,17.98,25.88,35.32,31650,33840,37400,53830,73460,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4071,Foundry mold and coremakers,,60,8.4,0.024,18.16,37770,4.2,12.11,14.80,16.65,19.90,27.47,25180,30790,34640,41390,57130,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4072,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",,1030,16.6,0.384,14.90,31000,3.3,9.50,11.25,14.21,17.82,21.52,19760,23410,29550,37070,44770,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4081,"Multiple machine tool setters, operators, and tenders, metal and plastic",,1650,11.0,0.619,17.03,35420,2.2,10.81,13.98,17.08,20.07,23.42,22480,29070,35530,41750,48720,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4111,Tool and die makers,,1110,8.9,0.417,23.21,48280,3.3,15.23,18.89,22.80,27.71,32.44,31680,39300,47430,57630,67470,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4121,"Welders, cutters, solderers, and brazers",,3630,8.6,1.357,19.63,40830,1.4,13.91,16.45,19.05,22.45,26.25,28920,34220,39630,46700,54600,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4122,"Welding, soldering, and brazing machine setters, operators, and tenders",,340,7.8,0.127,16.12,33540,3.5,9.84,13.31,15.55,19.29,22.48,20480,27690,32350,40130,46750,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4191,"Heat treating equipment setters, operators, and tenders, metal and plastic",,250,14.4,0.094,19.00,39520,5.1,10.41,14.75,18.66,25.19,26.23,21650,30680,38810,52400,54560,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4192,"Lay-out workers, metal and plastic",,130,46.0,0.050,18.87,39250,3.3,13.62,15.97,18.55,21.52,25.13,28320,33220,38580,44760,52270,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4193,"Plating and coating machine setters, operators, and tenders, metal and plastic",,450,17.8,0.170,17.37,36130,4.6,10.78,13.73,17.44,20.56,24.48,22410,28570,36270,42760,50930,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4194,"Tool grinders, filers, and sharpeners",,110,23.6,0.043,15.22,31650,5.2,10.16,11.20,14.10,18.32,22.00,21130,23300,29330,38100,45760,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4199,"Metal workers and plastic workers, all other",,**,**,**,18.28,38010,8.2,10.54,12.65,16.27,23.88,27.60,21920,26320,33840,49660,57410,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-5011,Bindery workers,,1150,23.0,0.430,16.07,33420,2.9,10.43,12.28,15.43,19.02,23.22,21700,25530,32100,39560,48300,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-5021,Job printers,,1980,17.4,0.739,16.85,35050,4.1,11.71,13.57,16.39,19.36,23.61,24350,28230,34090,40260,49110,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-5022,Prepress technicians and workers,,1480,11.8,0.553,18.74,38970,2.5,11.63,13.97,18.24,22.87,27.85,24190,29060,37940,47570,57920,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-5023,Printing machine operators,,3940,5.6,1.474,19.07,39670,4.0,10.43,13.85,18.19,23.77,29.45,21700,28810,37840,49450,61250,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-6011,Laundry and dry-cleaning workers,,3880,5.6,1.451,10.64,22120,1.8,7.77,8.55,10.04,11.95,14.65,16160,17790,20870,24850,30470,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-6021,"Pressers, textile, garment, and related materials",,470,16.7,0.177,11.17,23240,4.9,8.06,9.15,11.27,13.10,14.59,16770,19040,23440,27250,30360,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-6031,Sewing machine operators,,2160,16.1,0.808,12.38,25750,3.4,8.41,9.65,11.87,14.11,17.53,17490,20060,24690,29360,36470,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-6041,Shoe and leather workers and repairers,,30,26.8,0.012,15.15,31500,8.9,10.87,12.74,14.50,17.87,20.92,22610,26490,30150,37180,43510,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-6051,"Sewers, hand",,60,31.5,0.021,11.42,23750,7.1,8.42,9.43,10.89,12.47,14.30,17520,19610,22660,25940,29740,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-6052,"Tailors, dressmakers, and custom sewers",,700,40.8,0.263,15.63,32500,4.2,10.29,12.74,14.85,18.94,22.88,21410,26500,30890,39400,47580,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-6061,Textile bleaching and dyeing machine operators and tenders,,190,36.4,0.070,14.76,30700,3.3,9.61,10.84,15.04,18.13,20.83,19990,22540,31290,37710,43330,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-6062,"Textile cutting machine setters, operators, and tenders",,430,47.2,0.162,13.85,28820,6.1,9.98,10.98,13.11,16.83,19.23,20750,22850,27280,35000,40000,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-6063,"Textile knitting and weaving machine setters, operators, and tenders",,280,28.3,0.106,12.05,25070,6.6,8.02,9.02,10.87,14.13,18.12,16690,18770,22610,29380,37690,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-6064,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",,260,31.0,0.097,13.29,27650,10.4,7.55,7.74,14.32,17.51,19.06,15700,16100,29790,36420,39650,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-6091,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",,840,17.8,0.314,18.88,39270,4.4,13.27,16.12,18.87,22.20,24.37,27590,33530,39250,46170,50690,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-6092,Fabric and apparel patternmakers,,100,26.9,0.039,20.73,43120,9.7,14.07,16.42,18.52,24.81,32.78,29270,34150,38510,51610,68180,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-6093,Upholsterers,,460,21.1,0.173,18.35,38160,8.4,9.38,12.03,17.98,24.66,28.02,19520,25030,37400,51290,58280,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-6099,"Textile, apparel, and furnishings workers, all other",,**,**,**,24.99,51970,5.0,17.47,23.83,25.82,27.88,30.15,36330,49570,53700,57990,62710,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-7011,Cabinetmakers and bench carpenters,,1340,12.0,0.501,19.39,40340,2.5,12.99,16.14,19.10,22.91,26.54,27010,33570,39720,47660,55210,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-7021,Furniture finishers,,180,23.1,0.068,18.38,38230,4.6,13.08,15.15,19.04,21.42,23.42,27210,31510,39600,44550,48720,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-7041,"Sawing machine setters, operators, and tenders, wood",,100,34.1,0.038,17.09,35540,5.3,10.40,14.01,17.64,20.79,23.32,21630,29150,36700,43240,48510,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-7042,"Woodworking machine setters, operators, and tenders, except sawing",,780,24.1,0.294,17.15,35680,6.1,10.60,12.27,17.02,19.96,25.48,22050,25520,35400,41510,53000,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-8012,Power distributors and dispatchers,,140,17.0,0.051,35.59,74030,4.0,28.95,31.60,36.15,40.76,43.72,60210,65740,75200,84770,90940,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-8013,Power plant operators,,820,25.5,0.307,29.33,61010,4.1,21.91,25.03,28.76,34.28,38.92,45570,52070,59820,71300,80950,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-8021,Stationary engineers and boiler operators,,760,20.8,0.285,23.04,47920,1.9,16.68,20.18,23.25,26.11,29.12,34690,41970,48360,54320,60580,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-8031,Water and liquid waste treatment plant and system operators,,2420,10.3,0.904,22.30,46380,2.2,15.45,18.94,22.52,25.97,29.43,32140,39400,46850,54010,61210,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-8091,Chemical plant and system operators,,1040,16.5,0.389,26.23,54560,1.5,20.21,22.55,26.01,29.91,33.61,42030,46910,54110,62210,69920,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-8092,Gas plant operators,,240,23.6,0.089,26.43,54980,4.7,14.28,23.57,27.10,31.21,35.18,29710,49030,56360,64910,73170,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-8093,"Petroleum pump system operators, refinery operators, and gaugers",,1280,11.9,0.480,25.25,52520,3.9,20.07,22.09,25.15,28.96,31.33,41750,45950,52300,60230,65170,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-8099,"Plant and system operators, all other",,100,4.3,0.036,24.24,50420,2.4,17.26,20.68,25.12,27.48,30.14,35910,43000,52250,57160,62700,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9011,Chemical equipment operators and tenders,,**,**,**,21.76,45260,2.2,13.50,17.23,22.20,26.50,30.02,28080,35830,46180,55120,62440,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9012,"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",,590,12.9,0.222,18.76,39020,2.6,13.18,15.31,18.31,21.84,24.87,27400,31850,38080,45430,51740,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9021,"Crushing, grinding, and polishing machine setters, operators, and tenders",,510,21.0,0.190,15.92,33110,2.5,12.40,13.98,16.24,18.15,19.45,25790,29080,33780,37760,40460,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9022,"Grinding and polishing workers, hand",,220,21.5,0.081,14.42,30000,6.2,10.12,10.99,12.55,17.02,23.41,21040,22860,26110,35400,48700,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9023,"Mixing and blending machine setters, operators, and tenders",,3000,9.2,1.123,17.77,36960,2.2,10.84,13.65,17.67,21.75,25.02,22540,28390,36760,45250,52040,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9031,"Cutters and trimmers, hand",,370,13.7,0.139,10.81,22490,8.8,7.80,8.35,9.25,11.85,16.85,16220,17360,19250,24640,35050,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9032,"Cutting and slicing machine setters, operators, and tenders",,720,9.0,0.268,16.41,34140,1.7,11.54,13.57,16.31,19.30,21.96,24000,28220,33930,40150,45680,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9041,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",,890,17.1,0.334,14.11,29340,3.2,9.62,10.81,13.42,16.97,19.96,20000,22490,27910,35300,41510,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9051,"Furnace, kiln, oven, drier, and kettle operators and tenders",,**,**,**,14.37,29880,6.6,9.29,10.63,12.50,17.46,23.28,19330,22110,25990,36310,48410,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9061,"Inspectors, testers, sorters, samplers, and weighers",,7590,7.2,2.840,18.84,39190,1.9,10.74,13.81,17.89,22.74,28.88,22340,28720,37220,47310,60080,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9071,Jewelers and precious stone and metal workers,,420,23.5,0.159,21.77,45270,6.3,14.26,19.07,21.92,25.48,29.24,29670,39670,45590,53000,60820,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9081,Dental laboratory technicians,,860,13.4,0.323,19.64,40840,4.6,12.39,14.83,18.53,23.14,27.45,25770,30850,38550,48130,57090,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9082,Medical appliance technicians,,330,26.7,0.124,16.38,34060,5.2,9.02,11.65,15.81,20.06,24.96,18770,24220,32890,41710,51930,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9083,Ophthalmic laboratory technicians,,690,36.5,0.258,13.47,28020,4.9,9.27,10.72,12.37,15.85,19.54,19270,22300,25730,32960,40650,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9111,Packaging and filling machine operators and tenders,,**,**,**,13.99,29110,2.2,8.48,10.06,13.12,17.35,21.25,17640,20920,27290,36100,44200,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9121,"Coating, painting, and spraying machine setters, operators, and tenders",,1330,14.6,0.499,17.32,36020,3.4,11.01,13.23,17.04,21.03,24.19,22900,27510,35430,43730,50320,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9122,"Painters, transportation equipment",,1120,9.7,0.419,20.42,42460,2.8,14.03,16.69,20.08,23.44,27.10,29170,34720,41770,48750,56370,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9123,"Painting, coating, and decorating workers",,480,21.7,0.178,18.11,37670,7.3,10.18,12.03,15.51,23.41,29.77,21170,25020,32260,48690,61930,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9131,Photographic process workers,,270,39.5,0.102,13.22,27500,5.6,8.27,9.78,12.15,15.80,19.09,17190,20340,25270,32870,39710,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9132,Photographic processing machine operators,,1200,20.1,0.448,10.41,21660,3.3,7.69,8.29,9.41,11.48,15.02,15990,17250,19580,23880,31250,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9141,Semiconductor processors,,100,35.2,0.037,16.44,34200,5.6,12.30,13.91,16.45,19.13,21.45,25580,28930,34210,39780,44620,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9191,Cementing and gluing machine operators and tenders,,330,40.4,0.122,17.07,35500,4.8,10.90,12.95,16.86,20.78,23.74,22670,26940,35060,43210,49380,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9192,"Cleaning, washing, and metal pickling equipment operators and tenders",,220,10.9,0.082,12.62,26240,3.9,8.52,10.05,11.84,14.87,17.70,17730,20910,24620,30920,36810,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9194,Etchers and engravers,,60,24.7,0.022,16.86,35070,7.1,9.89,12.52,15.98,20.70,25.45,20570,26030,33230,43060,52940,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9195,"Molders, shapers, and casters, except metal and plastic",,**,**,**,14.84,30860,5.0,7.79,11.40,15.00,17.91,20.00,16210,23710,31200,37260,41600,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9196,"Paper goods machine setters, operators, and tenders",,1780,7.4,0.667,20.84,43350,4.8,12.62,16.40,20.45,26.11,29.66,26240,34110,42540,54300,61700,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9197,Tire builders,,**,**,**,15.08,31360,3.0,10.48,12.67,15.62,17.77,19.09,21790,26360,32480,36970,39700,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9198,Helpers--production workers,,7840,9.2,2.934,12.22,25420,2.9,7.70,8.98,11.69,14.57,18.34,16020,18670,24310,30310,38150,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9199,"Production workers, all other",,**,**,**,17.80,37020,5.6,8.89,11.31,16.38,23.20,29.81,18500,23520,34070,48260,62000,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-0000,Transportation and material moving occupations,major,161030,1.9,60.265,16.01,33290,1.6,8.34,10.57,14.43,19.39,24.93,17340,21980,30020,40330,51860,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-1011,Aircraft cargo handling supervisors,,160,32.3,0.060,18.85,39200,4.1,12.14,13.52,15.55,21.90,31.02,25260,28110,32340,45540,64530,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-1021,"First-line supervisors/managers of helpers, laborers, and material movers, hand",,3070,5.0,1.148,24.57,51100,1.1,14.96,18.62,23.86,30.39,36.03,31110,38740,49640,63220,74940,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-1031,First-line supervisors/managers of transportation and material-moving machine and vehicle operators,,3580,5.4,1.341,29.13,60580,1.2,19.38,23.68,28.71,33.87,39.62,40310,49250,59710,70450,82400,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-2012,Commercial pilots,,240,35.1,0.091,*,74020,5.3,*,*,*,*,*,36200,49900,71150,89350,127190,True,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-2021,Air traffic controllers,,180,0.0,0.067,55.17,114750,2.3,22.97,35.35,64.58,72.61,#,47770,73530,134330,151030,#,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-2022,Airfield operations specialists,,120,25.4,0.044,20.07,41750,20.1,10.41,11.55,15.32,28.42,36.17,21650,24020,31870,59110,75230,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-3011,"Ambulance drivers and attendants, except emergency medical technicians",,770,45.5,0.289,11.30,23500,3.6,9.40,10.27,11.18,12.14,14.00,19550,21370,23250,25240,29120,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-3021,"Bus drivers, transit and intercity",,2620,12.6,0.980,15.32,31860,4.0,9.20,12.40,14.35,18.02,23.41,19130,25800,29850,37480,48700,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-3022,"Bus drivers, school",,10330,5.0,3.867,15.41,32060,2.4,10.68,13.03,15.07,18.14,20.54,22210,27100,31340,37740,42720,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-3031,Driver/sales workers,,6010,11.0,2.249,13.32,27710,4.4,7.48,7.91,11.31,17.35,23.41,15550,16450,23520,36090,48690,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-3032,"Truck drivers, heavy and tractor-trailer",,22720,3.0,8.503,21.12,43920,1.2,14.81,17.24,20.37,24.10,28.87,30800,35860,42370,50130,60050,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-3033,"Truck drivers, light or delivery services",,17790,5.2,6.659,15.80,32870,2.1,8.18,10.69,14.97,19.96,25.14,17010,22240,31150,41520,52290,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-3041,Taxi drivers and chauffeurs,,4210,6.7,1.576,11.98,24920,3.5,7.89,8.87,10.80,13.74,18.71,16410,18460,22460,28570,38910,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-3099,"Motor vehicle operators, all other",,490,16.0,0.183,15.06,31330,4.4,8.63,9.74,13.34,20.86,24.27,17950,20260,27740,43390,50470,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-4013,"Rail yard engineers, dinkey operators, and hostlers",,**,**,**,16.36,34020,6.0,13.22,14.76,16.75,18.27,19.18,27500,30690,34830,37990,39890,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-5011,Sailors and marine oilers,,250,18.7,0.093,17.45,36290,4.6,12.46,13.62,15.57,21.61,25.62,25920,28320,32380,44940,53290,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-5021,"Captains, mates, and pilots of water vessels",,260,13.8,0.096,40.45,84130,12.1,17.63,25.07,33.51,43.61,69.30,36670,52140,69710,90710,144150,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-5031,Ship engineers,,**,**,**,46.27,96250,8.0,21.90,27.27,40.50,56.41,79.34,45550,56730,84240,117330,165030,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-6021,Parking lot attendants,,3100,9.3,1.161,10.17,21150,2.4,7.57,8.16,9.46,11.54,14.04,15740,16970,19670,24010,29200,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-6031,Service station attendants,,1740,20.2,0.652,9.64,20050,2.1,7.78,8.41,9.45,10.62,11.57,16190,17490,19660,22090,24070,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-6041,Traffic technicians,,40,7.5,0.016,20.91,43490,3.9,14.44,17.76,20.66,24.53,27.83,30040,36940,42960,51020,57880,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-6051,Transportation inspectors,,**,**,**,29.26,60850,9.7,14.46,17.14,24.21,39.05,53.50,30080,35650,50370,81220,111280,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-6099,"Transportation workers, all other",,**,**,**,17.56,36530,7.9,10.00,11.94,18.13,22.83,24.75,20800,24840,37710,47480,51490,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-7011,Conveyor operators and tenders,,530,31.7,0.200,13.39,27860,4.4,10.27,11.24,12.76,15.27,17.94,21350,23370,26530,31750,37320,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-7021,Crane and tower operators,,680,15.6,0.256,26.10,54300,5.2,15.96,18.42,25.06,33.72,39.43,33190,38310,52120,70130,82010,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-7032,Excavating and loading machine and dragline operators,,690,24.6,0.257,25.94,53960,3.6,16.54,20.67,24.97,32.05,37.73,34410,43000,51930,66660,78480,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-7051,Industrial truck and tractor operators,,9610,7.8,3.597,16.23,33750,1.2,11.01,13.19,15.94,18.86,22.27,22900,27440,33160,39230,46330,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-7061,Cleaners of vehicles and equipment,,4940,6.5,1.848,11.43,23770,4.1,7.69,8.46,9.99,12.82,17.08,16000,17590,20770,26650,35520,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-7062,"Laborers and freight, stock, and material movers, hand",,43480,4.0,16.274,13.60,28290,0.9,8.57,10.30,12.69,16.32,19.92,17830,21420,26390,33940,41440,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-7063,Machine feeders and offbearers,,1610,11.8,0.603,14.26,29670,2.1,9.57,11.17,13.68,17.01,20.26,19910,23240,28450,35380,42150,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-7064,"Packers and packagers, hand",,16280,5.8,6.093,10.74,22340,1.4,7.57,8.06,9.78,12.49,15.43,15760,16760,20330,25970,32100,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-7072,"Pump operators, except wellhead pumpers",,**,**,**,19.68,40940,3.7,10.10,16.19,20.77,24.49,27.12,21000,33680,43200,50930,56400,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-7081,Refuse and recyclable material collectors,,2850,6.1,1.067,17.10,35570,2.8,12.08,14.82,16.69,19.72,23.50,25130,30830,34710,41020,48870,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-7199,"Material moving workers, all other",,240,39.4,0.089,15.86,32980,7.8,7.66,10.50,14.66,20.81,25.77,15940,21850,30480,43280,53590,,
TX,19100,"Dallas-Fort Worth-Arlington, TX",00-0000,All Occupations,total,2904030,0.5,1000.000,21.46,44640,0.9,7.86,10.44,16.16,26.07,40.79,16340,21720,33610,54230,84840,,
TX,19100,"Dallas-Fort Worth-Arlington, TX",11-0000,Management occupations,major,144580,1.3,49.786,52.00,108170,0.8,21.72,31.67,45.24,64.35,#,45180,65860,94100,133840,#,,
TX,19100,"Dallas-Fort Worth-Arlington, TX",11-1011,Chief executives,,4810,3.5,1.657,91.33,189960,2.0,47.06,64.52,#,#,#,97880,134200,#,#,#,,
TX,19100,"Dallas-Fort Worth-Arlington, TX",11-1021,General and operations managers,,46790,2.2,16.112,57.88,120390,1.3,23.17,33.58,48.23,75.15,#,48190,69840,100320,156310,#,,
TX,19100,"Dallas-Fort Worth-Arlington, TX",11-1031,Legislators,,220,10.0,0.076,*,32350,10.3,*,*,*,*,*,14200,15010,16540,28290,55030,True,
TX,19100,"Dallas-Fort Worth-Arlington, TX",11-2011,Advertising and promotions managers,,980,9.1,0.336,39.90,83000,3.7,17.71,23.10,34.15,45.15,71.36,36840,48050,71030,93920,148420,,
TX,19100,"Dallas-Fort Worth-Arlington, TX",11-2021,Marketing managers,,4100,5.7,1.412,61.18,127260,2.4,30.16,43.43,57.66,73.92,#,62740,90330,119920,153750,#,,
TX,19100,"Dallas-Fort Worth-Arlington, TX",11-2022,Sales managers,,8380,3.5,2.885,55.46,115350,1.8,24.88,34.48,50.21,69.43,#,51760,71720,104440,144410,#,,
TX,19100,"Dallas-Fort Worth-Arlington, TX",11-2031,Public relations managers,,800,9.3,0.277,53.00,110230,3.7,25.71,35.01,48.59,63.48,#,53480,72810,101060,132030,#,,
TX,19100,"Dallas-Fort Worth-Arlington, TX",11-3011,Administrative services managers,,7650,4.1,2.633,44.04,91610,1.4,21.52,30.72,41.96,54.15,68.58,44760,63890,87280,112620,142650,,
TX,19100,"Dallas-Fort Worth-Arlington, TX",11-3021,Computer and information systems managers,,8250,3.7,2.841,60.03,124870,1.8,38.19,46.54,56.85,69.31,#,79430,96810,118250,144170,#,,
