AREA_TITLE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,LOC_QUOTIENT
West Central-Southwest New Hampshire nonmetropolitan area,Dishwashers,,230,20.2,9.46,19680,4.2,7.34,8.14,9.14,10.19,12.58,15270,16920,19000,21190,26170,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Hosts and hostesses, restaurant, lounge, and coffee shop",,150,21.3,11.01,22910,4.1,8.30,9.19,10.63,12.64,14.64,17270,19110,22120,26300,30450,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Food preparation and serving related workers, all other",,**,**,8.02,16670,6.1,6.77,7.03,7.46,8.86,10.15,14090,14620,15510,18440,21100,,,
West Central-Southwest New Hampshire nonmetropolitan area,Building and grounds cleaning and maintenance occupations,major,2770,4.9,13.00,27040,3.1,8.67,10.24,12.35,15.32,18.60,18040,21300,25690,31860,38680,,,
West Central-Southwest New Hampshire nonmetropolitan area,First-line supervisors/managers of housekeeping and janitorial workers,,190,14.7,17.15,35660,3.6,11.75,14.17,17.03,19.37,23.13,24440,29480,35420,40290,48120,,,
West Central-Southwest New Hampshire nonmetropolitan area,"First-line supervisors/managers of landscaping, lawn service, and groundskeeping workers",,70,19.2,21.04,43760,3.9,14.97,17.36,20.36,23.90,28.82,31140,36100,42340,49710,59940,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Janitors and cleaners, except maids and housekeeping cleaners",,1010,6.3,13.32,27710,4.3,9.43,10.97,12.96,15.60,18.46,19610,22820,26960,32450,38390,,,
West Central-Southwest New Hampshire nonmetropolitan area,Maids and housekeeping cleaners,,800,10.1,11.03,22930,4.7,8.21,9.02,10.54,12.63,15.13,17090,18770,21920,26260,31460,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Building cleaning workers, all other",,40,39.9,10.59,22030,3.4,8.17,8.76,9.72,12.62,14.57,17000,18220,20210,26240,30300,,,
West Central-Southwest New Hampshire nonmetropolitan area,Landscaping and groundskeeping workers,,630,8.5,12.94,26920,4.9,8.86,10.58,12.33,15.08,18.48,18430,22010,25640,31360,38440,,,
West Central-Southwest New Hampshire nonmetropolitan area,Personal care and service occupations,major,1510,9.2,12.67,26340,4.9,7.85,8.76,10.70,14.30,19.34,16320,18230,22260,29750,40230,,,
West Central-Southwest New Hampshire nonmetropolitan area,First-line supervisors/managers of personal service workers,,70,18.4,17.70,36810,4.5,12.28,14.19,17.36,20.19,24.44,25540,29510,36110,41990,50840,,,
West Central-Southwest New Hampshire nonmetropolitan area,Nonfarm animal caretakers,,60,13.3,11.19,23270,4.1,8.66,9.92,11.14,12.41,14.40,18020,20630,23170,25810,29960,,,
West Central-Southwest New Hampshire nonmetropolitan area,Amusement and recreation attendants,,250,27.2,9.97,20740,5.8,7.20,8.01,9.00,11.00,14.71,14970,16660,18730,22880,30610,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Hairdressers, hairstylists, and cosmetologists",,190,8.2,11.19,23280,13.0,7.17,7.86,9.00,11.67,17.89,14910,16350,18720,24270,37220,,,
West Central-Southwest New Hampshire nonmetropolitan area,Child care workers,,260,18.6,10.97,22820,4.0,7.89,9.12,10.92,12.42,14.83,16420,18970,22720,25830,30840,,,
West Central-Southwest New Hampshire nonmetropolitan area,Personal and home care aides,,120,32.8,10.38,21590,5.1,8.37,8.98,9.98,11.57,13.51,17420,18690,20760,24070,28100,,,
West Central-Southwest New Hampshire nonmetropolitan area,Fitness trainers and aerobics instructors,,250,25.4,17.97,37370,26.3,8.33,9.05,14.75,23.82,36.14,17320,18820,30690,49540,75170,,,
West Central-Southwest New Hampshire nonmetropolitan area,Recreation workers,,180,26.8,14.47,30090,5.1,9.66,11.73,13.63,15.28,22.39,20100,24400,28350,31790,46580,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Personal care and service workers, all other",,30,38.6,9.65,20080,3.1,8.11,8.50,9.15,9.86,12.34,16870,17680,19040,20500,25660,,,
West Central-Southwest New Hampshire nonmetropolitan area,Sales and related occupations,major,6290,4.1,14.97,31140,3.3,8.01,9.01,11.50,17.19,24.71,16650,18750,23910,35760,51390,,,
West Central-Southwest New Hampshire nonmetropolitan area,First-line supervisors/managers of retail sales workers,,780,7.0,16.65,34640,2.6,10.56,12.67,15.49,19.69,24.15,21970,26360,32230,40950,50220,,,
West Central-Southwest New Hampshire nonmetropolitan area,First-line supervisors/managers of non-retail sales workers,,100,18.2,40.05,83300,6.3,17.22,27.68,38.62,55.67,61.99,35810,57580,80340,115780,128940,,,
West Central-Southwest New Hampshire nonmetropolitan area,Cashiers,,1990,11.2,9.31,19360,1.8,7.32,8.09,8.99,10.25,12.03,15230,16820,18700,21310,25010,,,
West Central-Southwest New Hampshire nonmetropolitan area,Counter and rental clerks,,190,22.8,10.86,22590,7.0,7.41,8.22,9.55,11.80,17.49,15420,17100,19860,24530,36390,,,
West Central-Southwest New Hampshire nonmetropolitan area,Parts salespersons,,150,37.5,14.58,30320,7.9,10.34,11.46,13.64,16.99,19.85,21500,23830,28370,35330,41300,,,
West Central-Southwest New Hampshire nonmetropolitan area,Retail salespersons,,1900,6.6,11.88,24710,2.5,8.22,9.11,10.85,13.81,17.83,17100,18940,22570,28720,37080,,,
West Central-Southwest New Hampshire nonmetropolitan area,Advertising sales agents,,90,31.5,18.30,38060,9.8,10.75,12.45,18.50,23.04,26.20,22360,25900,38480,47920,54500,,,
West Central-Southwest New Hampshire nonmetropolitan area,Insurance sales agents,,**,**,26.48,55080,13.5,18.56,21.04,23.74,30.63,42.14,38600,43760,49380,63710,87650,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Securities, commodities, and financial services sales agents",,50,21.3,*,*,*,*,*,*,*,*,*,*,*,*,*,,,
West Central-Southwest New Hampshire nonmetropolitan area,Travel agents,,40,31.3,17.24,35870,13.8,9.68,13.28,17.97,20.78,23.87,20140,27610,37370,43230,49640,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Sales representatives, services, all other",,70,15.9,25.90,53860,7.7,13.80,16.93,23.91,29.79,37.95,28690,35220,49730,61960,78930,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Sales representatives, wholesale and manufacturing, technical and scientific products",,210,26.4,37.49,77970,6.2,22.38,28.14,37.55,47.35,55.67,46550,58530,78100,98500,115790,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Sales representatives, wholesale and manufacturing, except technical and scientific products",,550,15.1,24.63,51240,8.3,16.16,17.34,19.26,25.21,37.65,33610,36070,40060,52440,78320,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Sales and related workers, all other",,40,14.0,18.79,39070,3.9,11.01,15.57,18.21,22.20,28.07,22900,32380,37880,46170,58380,,,
West Central-Southwest New Hampshire nonmetropolitan area,Office and administrative support occupations,major,10200,3.4,15.11,31430,1.6,9.45,11.73,14.54,17.97,21.88,19650,24410,30250,37370,45520,,,
West Central-Southwest New Hampshire nonmetropolitan area,First-line supervisors/managers of office and administrative support workers,,870,4.7,20.72,43100,2.0,13.80,16.44,19.73,24.16,29.50,28700,34190,41040,50250,61360,,,
West Central-Southwest New Hampshire nonmetropolitan area,Bill and account collectors,,30,31.6,16.24,33780,4.5,12.95,14.00,15.72,17.88,19.41,26940,29120,32690,37200,40370,,,
West Central-Southwest New Hampshire nonmetropolitan area,Billing and posting clerks and machine operators,,330,13.0,15.59,32420,1.8,11.48,13.23,15.34,17.84,19.64,23880,27520,31900,37100,40860,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Bookkeeping, accounting, and auditing clerks",,770,8.7,16.78,34910,1.6,12.74,13.97,16.02,19.06,22.90,26500,29060,33330,39650,47640,,,
West Central-Southwest New Hampshire nonmetropolitan area,Payroll and timekeeping clerks,,70,14.4,19.39,40340,3.0,13.39,15.72,19.49,23.02,25.68,27860,32690,40540,47880,53410,,,
West Central-Southwest New Hampshire nonmetropolitan area,Procurement clerks,,100,8.2,14.96,31110,3.0,10.03,12.85,15.02,17.57,19.14,20860,26740,31240,36550,39810,,,
West Central-Southwest New Hampshire nonmetropolitan area,Tellers,,290,8.7,12.16,25300,2.9,9.97,10.71,11.83,13.58,15.28,20740,22270,24600,28240,31790,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Court, municipal, and license clerks",,40,18.9,15.53,32300,2.1,11.27,13.31,15.14,18.08,20.82,23440,27670,31490,37610,43310,,,
West Central-Southwest New Hampshire nonmetropolitan area,Customer service representatives,,580,8.5,14.86,30920,2.1,9.50,11.97,14.50,17.49,20.55,19760,24900,30160,36380,42750,,,
West Central-Southwest New Hampshire nonmetropolitan area,File clerks,,40,17.0,11.19,23270,3.3,7.31,9.48,10.99,12.49,15.57,15190,19720,22860,25980,32380,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Hotel, motel, and resort desk clerks",,140,12.4,10.53,21910,2.4,8.37,9.08,10.17,11.76,13.70,17410,18890,21150,24470,28500,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Interviewers, except eligibility and loan",,80,6.2,14.82,30820,3.2,11.31,12.92,14.71,16.78,18.66,23520,26870,30590,34900,38820,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Library assistants, clerical",,90,11.9,10.89,22660,5.5,7.14,8.03,10.48,13.76,15.28,14860,16710,21790,28620,31790,,,
West Central-Southwest New Hampshire nonmetropolitan area,Loan interviewers and clerks,,40,22.7,15.54,32330,6.4,11.68,13.02,14.48,17.22,22.93,24280,27080,30110,35820,47690,,,
West Central-Southwest New Hampshire nonmetropolitan area,New accounts clerks,,60,22.2,12.83,26690,3.3,10.50,11.55,12.96,14.33,15.15,21850,24020,26960,29800,31510,,,
West Central-Southwest New Hampshire nonmetropolitan area,Order clerks,,50,35.0,15.14,31490,2.6,11.63,13.15,15.00,17.72,19.26,24190,27340,31190,36860,40070,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Human resources assistants, except payroll and timekeeping",,60,8.4,16.49,34300,2.2,12.72,13.96,16.14,18.88,21.85,26460,29030,33580,39270,45440,,,
West Central-Southwest New Hampshire nonmetropolitan area,Receptionists and information clerks,,490,17.2,11.87,24680,3.6,7.52,10.07,11.85,14.11,15.69,15640,20940,24650,29340,32630,,,
West Central-Southwest New Hampshire nonmetropolitan area,All other information and record clerks,,100,17.9,11.63,24190,5.0,6.89,7.35,9.07,15.42,19.56,14330,15280,18860,32060,40670,,,
West Central-Southwest New Hampshire nonmetropolitan area,Couriers and messengers,,50,5.9,12.56,26120,7.1,10.14,10.80,11.89,13.39,15.29,21100,22460,24730,27860,31800,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Police, fire, and ambulance dispatchers",,110,36.0,16.66,34650,3.0,12.89,14.13,16.51,18.94,21.15,26820,29390,34330,39390,44000,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Dispatchers, except police, fire, and ambulance",,50,16.6,16.24,33790,2.7,13.06,14.18,15.97,18.19,19.92,27160,29500,33210,37830,41440,,,
West Central-Southwest New Hampshire nonmetropolitan area,Postal service clerks,,60,0.0,23.61,49110,*,20.22,21.09,24.54,25.52,25.52,42060,43870,51040,53080,53080,,,
West Central-Southwest New Hampshire nonmetropolitan area,Postal service mail carriers,,160,0.0,21.45,44620,*,17.92,17.98,21.62,24.64,26.28,37270,37400,44970,51250,54660,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Postal service mail sorters, processors, and processing machine operators",,50,0.0,16.09,33470,*,9.69,10.58,15.49,20.47,25.52,20160,22010,32220,42580,53080,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Production, planning, and expediting clerks",,120,12.6,19.04,39610,2.9,13.29,15.10,18.28,22.50,26.16,27640,31410,38030,46790,54420,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Shipping, receiving, and traffic clerks",,270,10.0,13.23,27530,2.3,9.28,11.01,13.25,15.26,17.63,19290,22900,27560,31740,36670,,,
West Central-Southwest New Hampshire nonmetropolitan area,Stock clerks and order fillers,,1160,18.1,10.89,22650,2.1,7.79,8.84,10.45,12.14,14.89,16200,18390,21730,25250,30960,,,
West Central-Southwest New Hampshire nonmetropolitan area,Executive secretaries and administrative assistants,,490,4.3,18.91,39340,1.5,14.86,16.68,18.49,20.67,24.01,30920,34690,38460,43000,49950,,,
West Central-Southwest New Hampshire nonmetropolitan area,Legal secretaries,,**,**,16.72,34780,7.4,13.40,15.20,17.17,18.60,19.63,27870,31610,35710,38700,40840,,,
West Central-Southwest New Hampshire nonmetropolitan area,Medical secretaries,,440,18.6,15.43,32080,2.2,11.98,13.47,15.47,17.72,19.13,24910,28020,32180,36850,39800,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Secretaries, except legal, medical, and executive",,1110,6.3,14.38,29900,2.4,10.30,12.03,14.14,16.42,19.27,21430,25020,29410,34140,40090,,,
West Central-Southwest New Hampshire nonmetropolitan area,Computer operators,,50,17.5,16.44,34190,3.0,12.56,14.21,16.71,19.10,21.50,26120,29560,34750,39740,44730,,,
West Central-Southwest New Hampshire nonmetropolitan area,Data entry keyers,,80,32.6,13.67,28440,5.9,8.98,11.44,13.94,15.78,18.45,18680,23790,29000,32820,38370,,,
West Central-Southwest New Hampshire nonmetropolitan area,Insurance claims and policy processing clerks,,100,31.1,17.04,35450,5.4,11.42,15.26,17.30,19.11,22.03,23750,31730,35980,39750,45830,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Mail clerks and mail machine operators, except postal service",,50,11.7,14.65,30470,3.4,10.54,11.54,14.37,17.86,19.46,21920,24000,29900,37140,40470,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Office clerks, general",,980,9.7,14.61,30390,2.5,9.50,12.36,14.25,16.43,20.80,19760,25710,29640,34170,43270,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Office and administrative support workers, all other",,440,11.4,13.76,28610,3.3,7.70,10.68,13.61,16.44,19.05,16020,22210,28320,34200,39620,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Farming, fishing, and forestry occupations",major,70,24.9,14.32,29790,4.0,7.70,10.74,13.83,17.35,21.79,16020,22330,28770,36090,45320,,,
West Central-Southwest New Hampshire nonmetropolitan area,Construction and extraction occupations,major,2610,4.6,18.42,38300,1.9,12.30,14.67,17.65,21.45,25.70,25570,30510,36710,44620,53460,,,
West Central-Southwest New Hampshire nonmetropolitan area,First-line supervisors/managers of construction trades and extraction workers,,290,8.8,23.43,48740,2.3,16.89,19.22,22.85,27.10,31.45,35130,39990,47540,56370,65420,,,
West Central-Southwest New Hampshire nonmetropolitan area,Carpenters,,610,12.9,19.41,40380,3.4,13.88,16.31,18.78,22.28,25.28,28860,33930,39050,46350,52590,,,
West Central-Southwest New Hampshire nonmetropolitan area,Construction laborers,,260,13.1,14.47,30100,3.7,10.49,12.06,14.16,16.72,18.93,21820,25080,29460,34780,39360,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Paving, surfacing, and tamping equipment operators",,40,1.8,15.31,31840,3.1,12.58,13.57,15.23,17.42,18.97,26170,28230,31670,36230,39460,,,
West Central-Southwest New Hampshire nonmetropolitan area,Operating engineers and other construction equipment operators,,250,13.0,17.61,36630,2.8,13.87,15.28,17.19,19.51,22.77,28840,31780,35740,40590,47360,,,
West Central-Southwest New Hampshire nonmetropolitan area,Electricians,,250,10.6,19.44,40440,2.7,13.77,16.97,19.60,22.60,24.78,28640,35290,40760,47000,51550,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Painters, construction and maintenance",,150,18.6,15.25,31730,4.7,10.61,12.32,15.32,17.80,19.84,22060,25630,31860,37010,41260,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Plumbers, pipefitters, and steamfitters",,190,23.2,22.58,46970,4.6,15.63,17.21,20.02,26.87,30.33,32510,35800,41630,55880,63080,,,
West Central-Southwest New Hampshire nonmetropolitan area,Roofers,,40,11.9,13.57,28230,5.9,10.12,11.16,13.02,15.50,18.91,21050,23200,27090,32240,39330,,,
West Central-Southwest New Hampshire nonmetropolitan area,Helpers--carpenters,,60,43.0,*,*,*,*,*,*,*,*,*,*,*,*,*,,,
West Central-Southwest New Hampshire nonmetropolitan area,Highway maintenance workers,,200,9.5,15.73,32720,1.6,12.59,13.70,15.23,17.70,19.80,26180,28500,31670,36820,41190,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Installation, maintenance, and repair occupations",major,2200,5.4,18.33,38120,2.4,10.97,13.75,17.35,21.95,27.46,22820,28600,36080,45650,57110,,,
West Central-Southwest New Hampshire nonmetropolitan area,"First-line supervisors/managers of mechanics, installers, and repairers",,170,10.9,27.16,56500,3.5,17.51,20.87,26.05,33.89,39.36,36410,43400,54180,70490,81880,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Computer, automated teller, and office machine repairers",,40,37.8,16.77,34870,4.5,11.34,15.89,17.37,18.81,19.95,23580,33060,36140,39120,41490,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Telecommunications equipment installers and repairers, except line installers",,50,2.7,20.99,43650,5.1,13.92,16.85,20.46,24.26,30.66,28960,35040,42550,50470,63780,,,
West Central-Southwest New Hampshire nonmetropolitan area,Automotive body and related repairers,,60,27.9,15.97,33210,6.9,10.50,12.28,16.27,19.21,21.99,21830,25530,33840,39960,45740,,,
West Central-Southwest New Hampshire nonmetropolitan area,Automotive service technicians and mechanics,,300,18.5,15.78,32820,6.5,10.74,12.60,14.65,18.32,23.30,22330,26220,30470,38100,48460,,,
West Central-Southwest New Hampshire nonmetropolitan area,Bus and truck mechanics and diesel engine specialists,,90,30.9,17.50,36400,2.5,12.84,14.70,17.22,19.48,23.08,26720,30570,35810,40510,48010,,,
West Central-Southwest New Hampshire nonmetropolitan area,Motorboat mechanics,,**,**,13.35,27760,13.8,8.02,9.20,12.05,17.79,19.76,16690,19140,25060,37000,41090,,,
West Central-Southwest New Hampshire nonmetropolitan area,Outdoor power equipment and other small engine mechanics,,**,**,14.23,29590,6.0,9.49,12.07,13.92,15.53,19.11,19750,25110,28960,32300,39740,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Heating, air conditioning, and refrigeration mechanics and installers",,160,11.6,20.74,43130,2.4,16.36,18.18,20.91,23.47,25.12,34040,37820,43500,48810,52260,,,
West Central-Southwest New Hampshire nonmetropolitan area,Industrial machinery mechanics,,100,23.6,22.62,47050,3.3,15.31,18.71,22.32,25.99,31.33,31850,38920,46420,54060,65170,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Maintenance and repair workers, general",,690,8.0,16.72,34780,2.8,11.02,13.45,16.55,19.71,23.28,22920,27970,34410,40990,48430,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Helpers--installation, maintenance, and repair workers",,50,23.8,12.18,25330,11.7,8.08,8.80,10.16,14.68,20.49,16800,18300,21130,30530,42610,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Installation, maintenance, and repair workers, all other",,90,31.4,15.03,31250,8.6,8.88,10.22,13.94,16.29,26.53,18470,21250,29000,33880,55180,,,
West Central-Southwest New Hampshire nonmetropolitan area,Production occupations,major,5210,8.1,15.89,33060,1.6,10.58,12.54,15.00,18.56,22.93,22000,26090,31190,38600,47700,,,
West Central-Southwest New Hampshire nonmetropolitan area,First-line supervisors/managers of production and operating workers,,360,10.9,24.44,50840,2.2,16.23,20.29,23.59,28.60,33.73,33750,42210,49080,59490,70160,,,
West Central-Southwest New Hampshire nonmetropolitan area,Electromechanical equipment assemblers,,220,11.8,14.22,29580,3.0,10.71,11.85,13.95,16.15,18.85,22270,24640,29010,33580,39200,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Assemblers and fabricators, all other",,**,**,11.90,24750,5.9,7.53,9.02,12.48,14.29,15.38,15670,18760,25960,29720,31990,,,
West Central-Southwest New Hampshire nonmetropolitan area,Butchers and meat cutters,,70,31.6,15.82,32900,2.9,9.14,12.82,15.62,19.34,22.73,19020,26660,32490,40230,47280,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Computer-controlled machine tool operators, metal and plastic",,90,9.9,15.72,32690,2.5,12.14,13.54,15.74,17.88,19.17,25260,28170,32750,37190,39880,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",,**,**,15.25,31730,4.6,10.55,12.49,14.92,18.10,20.67,21950,25980,31040,37650,42980,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",,**,**,15.33,31880,1.7,9.85,12.88,15.36,18.17,20.20,20490,26780,31950,37790,42020,,,
West Central-Southwest New Hampshire nonmetropolitan area,Machinists,,360,6.6,15.88,33020,4.9,10.56,12.41,15.81,18.69,21.72,21970,25820,32890,38880,45190,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",,60,39.8,15.46,32160,5.6,10.53,11.69,14.52,19.11,22.73,21900,24310,30210,39750,47290,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Multiple machine tool setters, operators, and tenders, metal and plastic",,**,**,15.25,31710,3.7,11.12,12.66,14.16,16.32,22.32,23130,26330,29460,33940,46420,,,
West Central-Southwest New Hampshire nonmetropolitan area,Tool and die makers,,130,36.7,22.58,46970,5.1,15.30,18.34,23.31,27.28,29.63,31830,38140,48480,56740,61630,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Welders, cutters, solderers, and brazers",,100,24.7,16.44,34190,3.3,12.50,13.95,16.19,18.80,21.54,25990,29020,33670,39110,44800,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Metal workers and plastic workers, all other",,340,22.2,15.89,33060,4.5,11.23,13.26,15.65,18.51,20.87,23360,27590,32560,38510,43410,,,
West Central-Southwest New Hampshire nonmetropolitan area,Printing machine operators,,80,18.6,18.16,37760,3.1,13.00,15.49,17.74,20.89,24.44,27030,32210,36900,43460,50830,,,
West Central-Southwest New Hampshire nonmetropolitan area,Laundry and dry-cleaning workers,,110,14.0,10.81,22490,2.9,7.66,10.00,10.92,11.85,13.61,15930,20800,22720,24650,28300,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Sawing machine setters, operators, and tenders, wood",,30,36.5,13.35,27770,6.2,9.89,11.59,13.49,15.10,17.28,20570,24100,28060,31410,35940,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Woodworking machine setters, operators, and tenders, except sawing",,60,40.0,13.76,28610,4.9,12.51,13.09,14.04,15.00,15.58,26020,27220,29210,31200,32400,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Woodworkers, all other",,**,**,13.10,27250,3.7,10.94,12.26,13.36,14.42,15.06,22760,25510,27790,30000,31330,,,
West Central-Southwest New Hampshire nonmetropolitan area,Water and liquid waste treatment plant and system operators,,30,15.6,17.24,35850,4.2,9.91,13.84,16.87,21.09,24.38,20600,28800,35080,43870,50710,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Crushing, grinding, and polishing machine setters, operators, and tenders",,70,48.3,16.60,34540,4.1,13.48,15.06,16.98,18.51,19.46,28040,31320,35310,38490,40470,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Inspectors, testers, sorters, samplers, and weighers",,260,14.4,16.04,33360,2.6,11.78,13.43,15.51,18.55,21.61,24500,27930,32260,38590,44960,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Coating, painting, and spraying machine setters, operators, and tenders",,60,47.4,15.68,32620,3.3,12.08,13.23,14.86,17.43,19.66,25130,27510,30910,36250,40890,,,
West Central-Southwest New Hampshire nonmetropolitan area,Helpers--production workers,,50,22.9,13.48,28030,4.5,9.00,11.27,13.44,16.19,18.50,18720,23450,27950,33660,38480,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Production workers, all other",,170,12.1,14.51,30170,3.4,10.07,11.19,14.43,17.88,19.53,20950,23270,30010,37200,40610,,,
West Central-Southwest New Hampshire nonmetropolitan area,Transportation and material moving occupations,major,2480,6.7,14.75,30670,2.7,8.49,10.67,14.11,17.71,21.30,17670,22190,29360,36840,44310,,,
West Central-Southwest New Hampshire nonmetropolitan area,First-line supervisors/managers of transportation and material-moving machine and vehicle operators,,40,33.5,22.53,46870,9.5,11.08,16.83,21.40,25.32,30.75,23040,35010,44510,52660,63960,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Bus drivers, school",,140,12.5,14.81,30810,5.9,8.84,12.00,16.16,17.77,18.76,18380,24960,33600,36950,39010,,,
West Central-Southwest New Hampshire nonmetropolitan area,Driver/sales workers,,110,31.8,13.88,28860,11.3,7.14,8.42,13.37,17.85,22.52,14840,17520,27810,37140,46850,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Truck drivers, heavy and tractor-trailer",,650,15.3,17.75,36910,3.3,13.19,14.68,17.07,19.59,24.46,27440,30540,35500,40740,50870,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Truck drivers, light or delivery services",,310,18.5,12.39,25760,5.4,7.57,9.11,11.71,15.09,18.42,15740,18950,24350,31380,38310,,,
West Central-Southwest New Hampshire nonmetropolitan area,Taxi drivers and chauffeurs,,70,39.0,10.96,22810,4.1,8.47,9.59,10.74,11.97,14.47,17610,19940,22330,24900,30100,,,
West Central-Southwest New Hampshire nonmetropolitan area,Excavating and loading machine and dragline operators,,90,38.6,18.18,37820,2.8,16.28,17.02,18.25,19.50,20.29,33870,35400,37960,40550,42210,,,
West Central-Southwest New Hampshire nonmetropolitan area,Industrial truck and tractor operators,,110,25.9,15.52,32270,3.3,10.56,12.43,15.25,18.44,22.07,21970,25860,31710,38350,45900,,,
West Central-Southwest New Hampshire nonmetropolitan area,Cleaners of vehicles and equipment,,50,36.0,11.10,23100,7.4,8.41,9.06,10.13,13.10,15.19,17500,18840,21080,27240,31590,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Laborers and freight, stock, and material movers, hand",,330,17.1,11.57,24070,2.2,8.55,9.83,11.50,13.44,14.96,17790,20450,23920,27960,31110,,,
West Central-Southwest New Hampshire nonmetropolitan area,"Packers and packagers, hand",,180,14.7,9.86,20520,2.9,7.90,8.47,9.33,10.75,13.06,16420,17610,19410,22360,27170,,,
West Central-Southwest New Hampshire nonmetropolitan area,Refuse and recyclable material collectors,,140,22.9,13.50,28080,2.0,10.31,11.85,13.52,15.03,17.10,21440,24650,28120,31270,35570,,,
West Central-Southwest New Hampshire nonmetropolitan area,All Occupations,,39610,3.0,19.08,39680,1.8,8.42,10.84,15.16,22.68,32.55,17500,22560,31530,47160,67700,,,
West Central-Southwest New Hampshire nonmetropolitan area,Management occupations,major,2200,6.7,47.72,99250,3.1,21.02,29.58,41.12,56.09,#,43710,61530,85540,116670,#,,,
West Central-Southwest New Hampshire nonmetropolitan area,Chief executives,,220,10.4,81.03,168530,5.6,39.55,52.58,#,#,#,82260,109370,#,#,#,,,
West Central-Southwest New Hampshire nonmetropolitan area,General and operations managers,,470,6.8,49.79,103560,5.1,23.86,31.00,43.50,56.63,#,49640,64470,90490,117790,#,,,
West Central-Southwest New Hampshire nonmetropolitan area,Legislators,,50,34.1,*,15070,4.1,*,*,*,*,*,14060,14450,15100,15770,16230,True,,
West Central-Southwest New Hampshire nonmetropolitan area,Marketing managers,,90,14.8,37.72,78460,4.1,21.73,27.94,36.15,46.38,60.94,45200,58110,75190,96470,126760,,,
West Central-Southwest New Hampshire nonmetropolitan area,Sales managers,,90,19.9,56.70,117940,12.0,27.88,37.28,49.27,69.78,#,57990,77540,102470,145150,#,,,
West Central-Southwest New Hampshire nonmetropolitan area,Administrative services managers,,50,15.1,30.97,64420,4.1,20.65,24.07,28.61,34.12,46.00,42960,50070,59500,70960,95690,,,
