year,college,CIP Code,Category,Bachelor’s,Associate,Diploma/Certificates
2020,asu,40,Physical sciences,2.38%,,
2020,asu,41,Science technologies,0.00%,,
2020,asu,42,Psychology,5.77%,,
2020,asu,43,"Homeland Security, law enforcement, firefighting,",2.93%,,
2020,asu,44,Public administration and social services,2.05%,,
2020,asu,45,Social sciences,6.66%,,
2020,asu,46,Construction trades,0.00%,,
2020,asu,47,Mechanic and repair technologies,0.00%,,
2020,asu,48,Precision production,0.00%,,
2020,asu,49,Transportation and materials moving,0.00%,,
2020,asu,50,Visual and performing arts,6.44%,,
2020,asu,51,Health professions and related programs,10.36%,,
2020,asu,52,Business/marketing,21.12%,,
2020,asu,54,History,1.13%,,
2020,asu,,Other,,,
2020,asu,,TOTAL (should = 100%),100.00%,0.00%,0.00%
2020,caltech,01,Agriculture,,,
2020,caltech,03,Natural resources and conservation,,,
2020,caltech,04,Architecture,,,
2020,caltech,05,"Area, ethnic, and gender studies",,,
2020,caltech,09,Communication/journalism,,,
2020,caltech,10,Communication technologies,,,
2020,caltech,11,Computer and information sciences,35.27%,,
2020,caltech,12,Personal and culinary services,,,
2020,caltech,13,Education,,,
2020,caltech,14,Engineering,25.60%,,
2020,caltech,15,Engineering technologies,,,
2020,caltech,16,"Foreign languages, literatures, and linguistics",,,
2020,caltech,19,Family and consumer sciences,,,
2020,caltech,22,Law/legal studies,,,
2020,caltech,23,English,,,
2020,caltech,24,Liberal arts/general studies,,,
2020,caltech,25,Library science,,,
2020,caltech,26,Biological/life sciences,6.76%,,
2020,caltech,27,Mathematics and statistics,7.73%,,
2020,caltech,28 & 29,Military science and military technologies,,,
2020,caltech,30,Interdisciplinary studies,0.48%,,
2020,caltech,31,Parks and recreation,,,
2020,caltech,38,Philosophy and religious studies,,,
2020,caltech,39,Theology and religious vocations,,,
2020,caltech,40,Physical sciences,24.15%,,
2020,caltech,41,Science technologies,,,
2020,caltech,42,Psychology,,,
2020,caltech,43,"Homeland Security, law enforcement, firefighting, and
protective services",,,
2020,caltech,44,Public administration and social services,,,
2020,caltech,45,Social sciences,,,
2020,caltech,46,Construction trades,,,
2020,caltech,47,Mechanic and repair technologies,,,
2020,caltech,48,Precision production,,,
2020,caltech,49,Transportation and materials moving,,,
2020,caltech,50,Visual and performing arts,,,
2020,caltech,51,Health professions and related programs,,,
2020,caltech,52,Business/marketing,,,
2020,caltech,54,History,,,
2020,caltech,,Other,,,
2020,caltech,,TOTAL (should = 100%),100.00%,0.00%,0.00%
2020,colgate,01,Agriculture,,,
2020,colgate,03,Natural resources and conservation,0.032,,
2020,colgate,04,Architecture,,,
2020,colgate,05,"Area, ethnic, and gender studies",0.024,,
2020,colgate,09,Communication/journalism,,,
2020,colgate,10,Communication technologies,,,
2020,colgate,11,Computer and information sciences,0.06,,
2020,colgate,12,Personal and culinary services,,,
2020,colgate,13,Education,0.025,,
2020,colgate,14,Engineering,,,
2020,colgate,15,Engineering technologies,,,
2020,colgate,16,"Foreign languages, literatures, and linguistics",0.05,,
2020,colgate,19,Family and consumer sciences,,,
2020,colgate,22,Law/legal studies,,,
2020,colgate,23,English,0.054,,
2020,colgate,24,Liberal arts/general studies,,,
2020,colgate,25,Library science,,,
2020,colgate,26,Biological/life sciences,0.126,,
2020,colgate,27,Mathematics and statistics,0.033,,
2020,colgate,28 & 29,Military science and military technologies,,,
2020,colgate,30,Interdisciplinary studies,0.025,,
2020,colgate,31,Parks and recreation,,,
2020,colgate,38,Philosophy and religious studies,0.0465,,
2020,colgate,39,Theology and religious vocations,,,
2020,colgate,40,Physical sciences,0.0465,,
2020,colgate,41,Science technologies,,,
2020,colgate,42,Psychology,0.056,,
2020,colgate,43,"Homeland Security, law enforcement, firefighting,
and protective services",,,
2020,colgate,44,Public administration and social services,,,
2020,colgate,45,Social sciences,0.34,,
2020,colgate,46,Construction trades,,,
2020,colgate,47,Mechanic and repair technologies,,,
2020,colgate,48,Precision production,,,
2020,colgate,49,Transportation and materials moving,,,
2020,colgate,50,Visual and performing arts,0.05,,
2020,colgate,51,Health professions and related programs,,,
2020,colgate,52,Business/marketing,,,
2020,colgate,54,History,0.032,,
2020,colgate,,Other,,,
2020,colgate,,TOTAL (should = 100%),100.00%,0.00%,0.00%
2020,dartmouth,01,Agriculture,,,
2020,dartmouth,03,Natural resources and conservation,3%,,
2020,dartmouth,04,Architecture,,,
2020,dartmouth,05,"Area, ethnic, and gender studies",5%,,
2020,dartmouth,09,Communication/journalism,,,
2020,dartmouth,10,Communication technologies,,,
2020,dartmouth,11,Computer and information sciences,8%,,
2020,dartmouth,12,Personal and culinary services,,,
2020,dartmouth,13,Education,,,
2020,dartmouth,14,Engineering,9%,,
2020,dartmouth,15,Engineering technologies,,,
2020,dartmouth,16,"Foreign languages, literatures, and linguistics",2%,,
2020,dartmouth,19,Family and consumer sciences,,,
2020,dartmouth,22,Law/legal studies,,,
2020,dartmouth,23,English,3%,,
2020,dartmouth,24,Liberal arts/general studies,,,
2020,dartmouth,25,Library science,,,
2020,dartmouth,26,Biological/life sciences,8%,,
2020,dartmouth,27,Mathematics and statistics,7%,,
2020,dartmouth,28 & 29,Military science and military technologies,,,
2020,dartmouth,30,Interdisciplinary studies,2%,,
2020,dartmouth,31,Parks and recreation,,,
2020,dartmouth,38,Philosophy and religious studies,2%,,
2020,dartmouth,39,Theology and religious vocations,,,
2020,dartmouth,40,Physical sciences,4%,,
2020,dartmouth,41,Science technologies,,,
2020,dartmouth,42,Psychology,5%,,
2020,dartmouth,43,"Homeland Security, law enforcement, firefighting,
and protective services",,,
2020,dartmouth,44,Public administration and social services,,,
2020,dartmouth,45,Social sciences,33%,,
2020,dartmouth,46,Construction trades,,,
2020,dartmouth,47,Mechanic and repair technologies,,,
2020,dartmouth,48,Precision production,,,
2020,dartmouth,49,Transportation and materials moving,,,
2020,dartmouth,50,Visual and performing arts,5%,,
2020,dartmouth,51,Health professions and related programs,,,
2020,dartmouth,52,Business/marketing,,,
2020,dartmouth,54,History,4%,,
2020,dartmouth,,Other,,,
2020,dartmouth,,TOTAL (should = 100%),100%,0%,0%
2020,george,1,Agriculture,,,
2020,george,3,Natural resources and conservation,,,
2020,george,4,Architecture,,,
2020,george,5,"Area, ethnic, and gender studies",2.4%,,
2020,george,9,Communication/journalism,,,
2020,george,10,Communication technologies,,,
2020,george,11,Computer and information sciences,2.4%,,
2020,george,12,Personal and culinary services,,,
2020,george,13,Education,,,
2020,george,14,Engineering,,,
2020,george,15,Engineering technologies,,,
2020,george,16,"Foreign languages, literatures, and linguistics",4.3%,,
2020,george,19,Family and consumer sciences,,,
2020,george,22,Law/legal studies,,,
2020,george,23,English,3.7%,,
2020,george,24,Liberal arts/general studies,1.2%,,
2020,george,25,Library science,,,
2020,george,26,Biological/life sciences,4.5%,,
2020,george,27,Mathematics and statistics,2.9%,,
2020,george,28 & 29,Military science and military technologies,,,
2020,george,30,Interdisciplinary studies,5.8%,,
2020,george,31,Parks and recreation,,,
2020,george,38,Philosophy and religious studies,1.3%,,
2020,george,39,Theology and religious vocations,,,
2020,george,40,Physical sciences,0.9%,,
2020,george,41,Science technologies,,,
2020,george,42,Psychology,4.4%,,
2020,george,43,"Homeland Security, law enforcement, firefighting, and
protective services",,,
2020,george,44,Public administration and social services,,,
2020,george,45,Social sciences,34.3%,,
2020,george,46,Construction trades,,,
2020,george,47,Mechanic and repair technologies,,,
2020,george,48,Precision production,,,
2020,george,49,Transportation and materials moving,,,
2020,george,50,Visual and performing arts,1.3%,,
2020,george,51,Health professions and related programs,3.7%,,100.0%
2020,george,52,Business/marketing,25.4%,,
2020,george,54,History,1.5%,,
2020,george,,Other,,,
2020,george,,TOTAL (should = 100%),100.00%,0.00%,100.00%
2020,ucsd,01,Agriculture,,,
2020,ucsd,03,Natural resources and conservation,0.9%,,
2020,ucsd,04,Architecture,0.6%,,
2020,ucsd,05,"Area, ethnic, and gender studies",0.4%,,
2020,ucsd,09,Communication/journalism,2.9%,,
2020,ucsd,10,Communication technologies,,,
2020,ucsd,11,Computer and information sciences,6.3%,,
2020,ucsd,12,Personal and culinary services,,,
2020,ucsd,13,Education,0.2%,,
2020,ucsd,14,Engineering,11.9%,,
2020,ucsd,15,Engineering technologies,,,
2020,ucsd,16,"Foreign languages, literatures, and linguistics",0.8%,,
2020,ucsd,19,Family and consumer sciences,0.8%,,
2020,ucsd,22,Law/legal studies,,,
2020,ucsd,23,English,0.9%,,
2020,ucsd,24,Liberal arts/general studies,,,
2020,ucsd,25,Library science,,,
2020,ucsd,26,Biological/life sciences,19.6%,,
2020,ucsd,27,Mathematics and statistics,5.0%,,
2020,ucsd,28 & 29,Military science and military technologies,,,
2020,ucsd,30,Interdisciplinary studies,18.5%,,
2020,ucsd,31,Parks and recreation,,,
2020,ucsd,38,Philosophy and religious studies,0.4%,,
2020,ucsd,39,Theology and religious vocations,,,
2020,ucsd,40,Physical sciences,4.4%,,
2020,ucsd,41,Science technologies,,,
2020,ucsd,42,Psychology,5.5%,,
2020,ucsd,43,"Homeland Security, law enforcement, firefighting,
and protective services",,,
2020,ucsd,44,Public administration and social services,,,
2020,ucsd,45,Social sciences,13.0%,,
2020,ucsd,46,Construction trades,,,
2020,ucsd,47,Mechanic and repair technologies,,,
2020,ucsd,48,Precision production,,,
2020,ucsd,49,Transportation and materials moving,,,
2020,ucsd,50,Visual and performing arts,2.6%,,
2020,ucsd,51,Health professions and related programs,2.9%,,
2020,ucsd,52,Business/marketing,1.4%,,
2020,ucsd,54,History,1.0%,,
2020,ucsd,,Other,,,
2020,ucsd,,TOTAL (should = 100%),100.00%,0.00%,0.00%
2020,umich,1,Agriculture,,,
2020,umich,3,Natural resources and conservation,1.4%,,
2020,umich,4,Architecture,0.9%,,
2020,umich,5,"Area, ethnic, and gender studies",0.9%,,
2020,umich,9,Communication/journalism,2.7%,,
2020,umich,10,Communication technologies,,,
2020,umich,11,Computer and information sciences,14.3%,,
2020,umich,12,Personal and culinary services,,,
2020,umich,13,Education,1.0%,,
2020,umich,14,Engineering,15.3%,,
2020,umich,15,Engineering technologies,,,
2020,umich,16,"Foreign languages, literatures, and linguistics",1.7%,,
2020,umich,19,Family and consumer sciences,,,
2020,umich,22,Law/legal studies,,,
2020,umich,23,English,1.5%,,
2020,umich,24,Liberal arts/general studies,0.9%,,
2020,umich,25,Library science,,,
2020,umich,26,Biological/life sciences,8.7%,,
2020,umich,27,Mathematics and statistics,2.9%,,
2020,umich,28 & 29,Military science and military technologies,,,
2020,umich,30,Interdisciplinary studies,3.5%,,
2020,umich,31,Parks and recreation,3.5%,,
2020,umich,38,Philosophy and religious studies,0.4%,,
2020,umich,39,Theology and religious vocations,,,
2020,umich,40,Physical sciences,1.5%,,
2020,umich,41,Science technologies,,,
2020,umich,42,Psychology,8.4%,,
2020,umich,43,"Homeland Security, law enforcement, firefighting, and protective services",,,
2020,umich,44,Public administration and social services,1.0%,,
2020,umich,45,Social sciences,11.9%,,
2020,umich,46,Construction trades,,,
2020,umich,47,Mechanic and repair technologies,,,
2020,umich,48,Precision production,,,
2020,umich,49,Transportation and materials moving,,,
2020,umich,50,Visual and performing arts,4.8%,,
2020,umich,51,Health professions and related programs,3.7%,,
2020,umich,52,Business/marketing,8.1%,,
2020,umich,54,History,1.2%,,
2020,umich,-,Other,,,
2020,umich,,TOTAL,100%,,
2020,wsu,01,Agriculture,4%,,1%
2020,wsu,03,Natural resources and conservation,0%,,
2020,wsu,04,Architecture,1%,,
2020,wsu,05,"Area, ethnic, and gender studies",0%,,
2020,wsu,09,Communication/journalism,8%,,3%
2020,wsu,10,Communication technologies,,,
2020,wsu,11,Computer and information sciences,3%,,
2020,wsu,12,Personal and culinary services,,,
2020,wsu,13,Education,3%,,37%
2020,wsu,14,Engineering,11%,,0%
2020,wsu,15,Engineering technologies,1%,,3%
2020,wsu,16,"Foreign languages, literatures, and linguistics",1%,,
2020,wsu,19,Family and consumer sciences,4%,,13%
2020,wsu,22,Law/legal studies,,,
2020,wsu,23,English,1%,,4%
2020,wsu,24,Liberal arts/general studies,2%,,
2020,wsu,25,Library science,,,
2020,wsu,26,Biological/life sciences,7%,,3%
2020,wsu,27,Mathematics and statistics,1%,,
2020,wsu,28 & 29,Military science and military technologies,,,
2020,wsu,30,Interdisciplinary studies,1%,,5%
2020,wsu,31,Parks and recreation,3%,,
2020,wsu,38,Philosophy and religious studies,0%,,
2020,wsu,39,Theology and religious vocations,,,
2020,wsu,40,Physical sciences,2%,,2%
2020,wsu,41,Science technologies,,,
2020,wsu,42,Psychology,7%,,
2020,wsu,43,"Homeland Security, law enforcement, firefighting,
and protective services",2%,,0%
2020,wsu,44,Public administration and social services,0%,,
2020,wsu,45,Social sciences,10%,,
2020,wsu,46,Construction trades,,,
2020,wsu,47,Mechanic and repair technologies,,,
2020,wsu,48,Precision production,,,
2020,wsu,49,Transportation and materials moving,,,
2020,wsu,50,Visual and performing arts,1%,,
2020,wsu,51,Health professions and related programs,6%,,7%
2020,wsu,52,Business/marketing,19%,,22%
2020,wsu,54,History,1%,,
2020,wsu,,Other,,,
2020,wsu,,TOTAL (should = 100%),100%,0.00%,100%
2021,asu,1,Agriculture,0.53,,
2021,asu,3,Natural resources and conservation,2.82,,
2021,asu,4,Architecture,0.23,,
2021,asu,5,"Area, ethnic, and gender studies",0.14,,
2021,asu,9,Communication/journalism,7.65,,
2021,asu,10,Communication technologies,0.02,,
2021,asu,11,Computer and information sciences,2.04,,
2021,asu,12,Personal and culinary services,0.0,,
2021,asu,13,Education,9.16,,
2021,asu,14,Engineering,0.0,,
2021,asu,15,Engineering technologies,1.83,,
2021,asu,16,"Foreign languages, literatures, and linguistics",0.55,,
2021,asu,19,Family and consumer sciences,1.51,,
2021,asu,22,Law/legal studies,0.0,,
2021,asu,23,English,2.15,,
2021,asu,24,Liberal arts/general studies,0.39,,
2021,asu,25,Library science,0.0,,
2021,asu,26,Biological/life sciences,3.39,,
2021,asu,27,Mathematics and statistics,0.87,,
2021,asu,28 and 29,Military science and military technologies,0.0,,
2021,asu,30,Interdisciplinary studies,0.48,,
2021,asu,31,Parks and recreation,6.57,,
2021,asu,38,Philosophy and religious studies,0.48,,
2021,asu,39,Theology and religious vocations,0.0,,
2021,asu,40,Physical sciences,2.04,,
2021,asu,41,Science technologies,0.0,,
2021,asu,42,Psychology,7.03,,
2021,asu,43,"Homeland Security, law enforcement, firefighting,
and protective services",2.93,,
2021,asu,44,Public administration and social services,2.27,,
2021,asu,45,Social sciences,5.88,,
2021,asu,46,Construction trades,,,
2021,asu,47,Mechanic and repair technologies,,,
2021,asu,48,Precision production,,,
2021,asu,49,Transportation and materials moving,,,
2021,asu,50,Visual and performing arts,6.34,,
2021,asu,51,Health professions and related programs,10.03,,
2021,asu,52,Business/marketing,21.78,,
2021,asu,54,History,0.89,,
2021,asu,,Other,,,
2021,caltech,1,Agriculture,,,
2021,caltech,3,Natural resources and conservation,,,
2021,caltech,4,Architecture,,,
2021,caltech,5,"Area, ethnic, and gender studies",,,
2021,caltech,9,Communication/journalism,,,
2021,caltech,10,Communication technologies,,,
2021,caltech,11,Computer and information sciences,39.2,,
2021,caltech,12,Personal and culinary services,,,
2021,caltech,13,Education,,,
2021,caltech,14,Engineering,28.6,,
2021,caltech,15,Engineering technologies,,,
2021,caltech,16,"Foreign languages, literatures, and linguistics",,,
2021,caltech,19,Family and consumer sciences,,,
2021,caltech,22,Law/legal studies,,,
2021,caltech,23,English,,,
2021,caltech,24,Liberal arts/general studies,,,
2021,caltech,25,Library science,,,
2021,caltech,26,Biological/life sciences,4.4,,
2021,caltech,27,Mathematics and statistics,9.7,,
2021,caltech,28 and 29,Military science and military technologies,,,
2021,caltech,30,Interdisciplinary studies,,,
2021,caltech,31,Parks and recreation,,,
2021,caltech,38,Philosophy and religious studies,,,
2021,caltech,39,Theology and religious vocations,,,
2021,caltech,40,Physical sciences,17.6,,
2021,caltech,41,Science technologies,,,
2021,caltech,42,Psychology,,,
2021,caltech,43,"Homeland Security, law enforcement, firefighting,
and protective services",,,
2021,caltech,44,Public administration and social services,,,
2021,caltech,45,Social sciences,0.4,,
2021,caltech,46,Construction trades,,,
2021,caltech,47,Mechanic and repair technologies,,,
2021,caltech,48,Precision production,,,
2021,caltech,49,Transportation and materials moving,,,
2021,caltech,50,Visual and performing arts,,,
2021,caltech,51,Health professions and related programs,,,
2021,caltech,52,Business/marketing,,,
2021,caltech,54,History,,,
2021,caltech,,Other,,,
2021,colgate,01,Agriculture,,,
2021,colgate,03,Natural resources and conservation,0.0435,,
2021,colgate,04,Architecture,,,
2021,colgate,05,"Area, ethnic, and gender studies",0.0301,,
2021,colgate,09,Communication/journalism,,,
2021,colgate,10,Communication technologies,,,
2021,colgate,11,Computer and information sciences,0.0491,,
2021,colgate,12,Personal and culinary services,,,
2021,colgate,13,Education,0.0223,,
2021,colgate,14,Engineering,,,
2021,colgate,15,Engineering technologies,,,
2021,colgate,16,"Foreign languages, literatures, and linguistics",0.0513,,
2021,colgate,19,Family and consumer sciences,,,
2021,colgate,22,Law/legal studies,,,
2021,colgate,23,English,0.0603,,
2021,colgate,24,Liberal arts/general studies,0.0022,,
2021,colgate,25,Library science,,,
2021,colgate,26,Biological/life sciences,0.1261,,
2021,colgate,27,Mathematics and statistics,0.0301,,
2021,colgate,28 & 29,Military science and military technologies,,,
2021,colgate,30,Interdisciplinary studies,0.0402,,
2021,colgate,31,Parks and recreation,,,
2021,colgate,38,Philosophy and religious studies,0.0413,,
2021,colgate,39,Theology and religious vocations,,,
2021,colgate,40,Physical sciences,0.0368,,
2021,colgate,41,Science technologies,,,
2021,colgate,42,Psychology,0.0625,,
2021,colgate,43,"Homeland Security, law enforcement, firefighting,
and protective services",,,
2021,colgate,44,Public administration and social services,,,
2021,colgate,45,Social sciences,0.306,,
2021,colgate,46,Construction trades,,,
2021,colgate,47,Mechanic and repair technologies,,,
2021,colgate,48,Precision production,,,
2021,colgate,49,Transportation and materials moving,,,
2021,colgate,50,Visual and performing arts,0.0502,,
2021,colgate,51,Health professions and related programs,,,
2021,colgate,52,Business/marketing,,,
2021,colgate,54,History,0.048,,
2021,colgate,,Other,,,
2021,colgate,,TOTAL (should = 100%),100.00%,0.00%,0.00%
2021,dartmouth,01,Agriculture,,,
2021,dartmouth,03,Natural resources and conservation,3%,,
2021,dartmouth,04,Architecture,,,
2021,dartmouth,05,"Area, ethnic, and gender studies",6%,,
2021,dartmouth,09,Communication/journalism,,,
2021,dartmouth,10,Communication technologies,,,
2021,dartmouth,11,Computer and information sciences,8%,,
2021,dartmouth,12,Personal and culinary services,,,
2021,dartmouth,13,Education,,,
2021,dartmouth,14,Engineering,8%,,
2021,dartmouth,15,Engineering technologies,,,
2021,dartmouth,16,"Foreign languages, literatures, and linguistics",3%,,
2021,dartmouth,19,Family and consumer sciences,,,
2021,dartmouth,22,Law/legal studies,,,
2021,dartmouth,23,English,4%,,
2021,dartmouth,24,Liberal arts/general studies,,,
2021,dartmouth,25,Library science,,,
2021,dartmouth,26,Biological/life sciences,10%,,
2021,dartmouth,27,Mathematics and statistics,7%,,
2021,dartmouth,28 & 29,Military science and military technologies,,,
2021,dartmouth,30,Interdisciplinary studies,2%,,
2021,dartmouth,31,Parks and recreation,,,
2021,dartmouth,38,Philosophy and religious studies,2%,,
2021,dartmouth,39,Theology and religious vocations,,,
2021,dartmouth,40,Physical sciences,3%,,
2021,dartmouth,41,Science technologies,,,
2021,dartmouth,42,Psychology,4%,,
2021,dartmouth,43,"Homeland Security, law enforcement, firefighting,
and protective services",,,
2021,dartmouth,44,Public administration and social services,,,
2021,dartmouth,45,Social sciences,32%,,
2021,dartmouth,46,Construction trades,,,
2021,dartmouth,47,Mechanic and repair technologies,,,
2021,dartmouth,48,Precision production,,,
2021,dartmouth,49,Transportation and materials moving,,,
2021,dartmouth,50,Visual and performing arts,4%,,
2021,dartmouth,51,Health professions and related programs,,,
2021,dartmouth,52,Business/marketing,,,
2021,dartmouth,54,History,4%,,
2021,dartmouth,,Other,,,
2021,dartmouth,,TOTAL (should = 100%),100%,0.00%,0.00%
2021,george,01,Agriculture,,,
2021,george,03,Natural resources and conservation,,,
2021,george,04,Architecture,,,
2021,george,05,"Area, ethnic, and gender studies",1.9%,,
2021,george,09,Communication/journalism,,,
2021,george,10,Communication technologies,,,
2021,george,11,Computer and information sciences,2.0%,,
2021,george,12,Personal and culinary services,,,
2021,george,13,Education,,,
2021,george,14,Engineering,,,
2021,george,15,Engineering technologies,,,
2021,george,16,"Foreign languages, literatures, and linguistics",3.5%,,
2021,george,19,Family and consumer sciences,,,
2021,george,22,Law/legal studies,,,
2021,george,23,English,2.8%,,
2021,george,24,Liberal arts/general studies,1.8%,,
2021,george,25,Library science,,,
2021,george,26,Biological/life sciences,5.7%,,
2021,george,27,Mathematics and statistics,2.2%,,
2021,george,28 & 29,Military science and military technologies,,,
2021,george,30,Interdisciplinary studies,7.2%,,
2021,george,31,Parks and recreation,,,
2021,george,38,Philosophy and religious studies,0.9%,,
2021,george,39,Theology and religious vocations,,,
2021,george,40,Physical sciences,1.4%,,
2021,george,41,Science technologies,,,
2021,george,42,Psychology,4.5%,,
2021,george,43,"Homeland Security, law enforcement, firefighting, and protective services",,,
2021,george,44,Public administration and social services,,,
2021,george,45,Social sciences,38.8%,,
2021,george,46,Construction trades,,,
2021,george,47,Mechanic and repair technologies,,,
2021,george,48,Precision production,,,
2021,george,49,Transportation and materials moving,,,
2021,george,50,Visual and performing arts,1.2%,,
2021,george,51,Health professions and related programs,4.6%,,100.0%
2021,george,52,Business/marketing,19.8%,,
2021,george,54,History,1.7%,,
2021,george,,Other,,,
2021,george,,TOTAL (should = 100%),100.00%,0.00%,100.00%
2021,ucsd,01,Agriculture,,,
2021,ucsd,03,Natural resources and conservation,0.8,,
2021,ucsd,04,Architecture,0.9,,
2021,ucsd,05,"Area, ethnic, and gender studies",0.4,,
2021,ucsd,09,Communication/journalism,2.9,,
2021,ucsd,10,Communication technologies,,,
2021,ucsd,11,Computer and information sciences,8.8,,
2021,ucsd,12,Personal and culinary services,,,
2021,ucsd,13,Education,0.4,,
2021,ucsd,14,Engineering,12.5,,
2021,ucsd,15,Engineering technologies,,,
2021,ucsd,16,"Foreign languages, literatures, and linguistics",0.7,,
2021,ucsd,19,Family and consumer sciences,0.9,,
2021,ucsd,22,Law/legal studies,,,
2021,ucsd,23,English,1,,
2021,ucsd,24,Liberal arts/general studies,0.1,,
2021,ucsd,25,Library science,,,
2021,ucsd,26,Biological/life sciences,18.2,,
2021,ucsd,27,Mathematics and statistics,4.4,,
2021,ucsd,28 & 29,Military science and military technologies,,,
2021,ucsd,30,Interdisciplinary studies,16,,
2021,ucsd,31,Parks and recreation,,,
2021,ucsd,38,Philosophy and religious studies,0.5,,
2021,ucsd,39,Theology and religious vocations,,,
2021,ucsd,40,Physical sciences,4.9,,
2021,ucsd,41,Science technologies,,,
2021,ucsd,42,Psychology,6.3,,
2021,ucsd,43,"Homeland Security, law enforcement, firefighting,
and protective services",,,
2021,ucsd,44,Public administration and social services,,,
2021,ucsd,45,Social sciences,12.8,,
2021,ucsd,46,Construction trades,,,
2021,ucsd,47,Mechanic and repair technologies,,,
2021,ucsd,48,Precision production,,,
2021,ucsd,49,Transportation and materials moving,,,
2021,ucsd,50,Visual and performing arts,2.3,,
2021,ucsd,51,Health professions and related programs,3.2,,
2021,ucsd,52,Business/marketing,1.3,,
2021,ucsd,54,History,0.7,,
2021,ucsd,,Other,,,
2021,ucsd,,TOTAL (should = 100%),100%,0.00%,0.00%
2021,umich,1,Agriculture,,,
2021,umich,3,Natural resources and conservation,1.5%,,
2021,umich,4,Architecture,0.7%,,
2021,umich,5,"Area, ethnic, and gender studies",1.0%,,
2021,umich,9,Communication/journalism,2.9%,,
2021,umich,10,Communication technologies,,,
2021,umich,11,Computer and information sciences,13.9%,,
2021,umich,12,Personal and culinary services,,,
2021,umich,13,Education,0.9%,,
2021,umich,14,Engineering,16.0%,,
2021,umich,15,Engineering technologies,0.0%,,
2021,umich,16,"Foreign languages, literatures, and linguistics",1.8%,,
2021,umich,19,Family and consumer sciences,,,
2021,umich,22,Law/legal studies,,,
2021,umich,23,English,1.5%,,
2021,umich,24,Liberal arts/general studies,0.8%,,
2021,umich,25,Library science,,,
2021,umich,26,Biological/life sciences,9.2%,,
2021,umich,27,Mathematics and statistics,3.0%,,
2021,umich,28 & 29,Military science and military technologies,,,
2021,umich,30,Interdisciplinary studies,3.7%,,
2021,umich,31,Parks and recreation,3.3%,,
2021,umich,38,Philosophy and religious studies,0.5%,,
2021,umich,39,Theology and religious vocations,,,
2021,umich,40,Physical sciences,1.5%,,
2021,umich,41,Science technologies,,,
2021,umich,42,Psychology,7.7%,,
2021,umich,43,"Homeland Security, law enforcement, firefighting, and protective services",,,
2021,umich,44,Public administration and social services,1.0%,,
2021,umich,45,Social sciences,11.2%,,
2021,umich,46,Construction trades,,,
2021,umich,47,Mechanic and repair technologies,,,
2021,umich,48,Precision production,,,
2021,umich,49,Transportation and materials moving,,,
2021,umich,50,Visual and performing arts,4.9%,,
2021,umich,51,Health professions and related programs,3.9%,,
2021,umich,52,Business/marketing,7.9%,,
2021,umich,54,History,1.3%,,
2021,umich,-,Other,,,
2021,umich,,TOTAL,100%,,
2021,wsu,01,Agriculture,4%,,1%
2021,wsu,03,Natural resources and conservation,0%,,
2021,wsu,04,Architecture,1%,,
2021,wsu,05,"Area, ethnic, and gender studies",0%,,1%
2021,wsu,09,Communication/journalism,8%,,3%
2021,wsu,10,Communication technologies,,,
2021,wsu,11,Computer and information sciences,3%,,0%
2021,wsu,12,Personal and culinary services,,,
2021,wsu,13,Education,3%,,43%
2021,wsu,14,Engineering,11%,,
2021,wsu,15,Engineering technologies,1%,,3%
2021,wsu,16,"Foreign languages, literatures, and linguistics",1%,,
2021,wsu,19,Family and consumer sciences,4%,,10%
2021,wsu,22,Law/legal studies,,,
2021,wsu,23,English,2%,,3%
2021,wsu,24,Liberal arts/general studies,2%,,0%
2021,wsu,25,Library science,,,
2021,wsu,26,Biological/life sciences,7%,,2%
2021,wsu,27,Mathematics and statistics,1%,,
2021,wsu,28 & 29,Military science and military technologies,,,
2021,wsu,30,Interdisciplinary studies,1%,,3%
2021,wsu,31,Parks and recreation,2%,,
2021,wsu,38,Philosophy and religious studies,1%,,
2021,wsu,39,Theology and religious vocations,,,
2021,wsu,40,Physical sciences,2%,,2%
2021,wsu,41,Science technologies,,,
2021,wsu,42,Psychology,8%,,
2021,wsu,43,"Homeland Security, law enforcement, firefighting,
and protective services",,,0%
2021,wsu,44,Public administration and social services,0%,,
2021,wsu,45,Social sciences,12%,,
2021,wsu,46,Construction trades,,,
2021,wsu,47,Mechanic and repair technologies,,,
2021,wsu,48,Precision production,,,
2021,wsu,49,Transportation and materials moving,,,
2021,wsu,50,Visual and performing arts,1%,,
2021,wsu,51,Health professions and related programs,6%,,7%
2021,wsu,52,Business/marketing,18%,,22%
2021,wsu,54,History,1%,,
2021,wsu,,Other,,,
2021,wsu,,TOTAL (should = 100%),100.00%,0.00%,100.00%
2022,asu,1,Agriculture,0.39,,
2022,asu,3,Natural resources and conservation,2.74,,
2022,asu,4,Architecture,0.12,,
2022,asu,5,"Area, ethnic, and gender studies",0.09,,
2022,asu,9,Communication/journalism,8.14,,
2022,asu,10,Communication technologies,0.16,,
2022,asu,11,Computer and information sciences,1.55,,
2022,asu,12,Personal and culinary services,0.0,,
2022,asu,13,Education,9.32,,
2022,asu,14,Engineering,0.0,,
2022,asu,15,Engineering technologies,1.29,,
2022,asu,16,"Foreign languages, literatures, and linguistics",0.67,,
2022,asu,19,Family and consumer sciences,1.73,,
2022,asu,22,Law/legal studies,0.0,,
